,Video Name,Thumbnail URL,Video ID,length,date published
0,Messi's Argentina gets ready 🇦🇷,https://i.ytimg.com/vi/DfL43rsKHOs/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEAgRCh_MA8=&rs=AOn4CLCdqPMV4OiHA_Kj7GMARYfi9Dgngg,DfL43rsKHOs,"3 minutes, 6 seconds",2 hours ago
1,🇲🇦  Morocco the big surprise of the semi-finals,https://i.ytimg.com/vi/HN2rO10FBew/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGGUgYChSMA8=&rs=AOn4CLDopXwtuIlItzY7DvGGlzCMmqLcXA,HN2rO10FBew,"3 minutes, 10 seconds",3 hours ago
2,🇭🇷 Croatia warms up engines,https://i.ytimg.com/vi/Vg5nZqoDYq0/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGEMgQyhyMA8=&rs=AOn4CLDba3Nw-CvnQ01Pr_1CNKYwYqhdJw,Vg5nZqoDYq0,"3 minutes, 8 seconds",4 hours ago
3,France prepares for the Semi-Finals,https://i.ytimg.com/vi/S-w9dbo6zjc/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGBMgOih_MA8=&rs=AOn4CLBnv_0JayAEB6glvP3zk5rydDKxxw,S-w9dbo6zjc,"3 minutes, 3 seconds",5 hours ago
4,Milano Premier Padel FINAL | GALAN/LEBRON vs RUIZ/BERGAMINI | 12/11/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/X-dgNu0jqTA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLA0i9nilOV7XrgUJuH4DBZSA_VNtQ,X-dgNu0jqTA,"8 minutes, 47 seconds",1 day ago
5,Milano Premier Padel SF2 | Galan/Lebron vs Belasteguin/Coello  | 12/10/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/sz4jcZzlNn8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBw_Kx-O-T-yG1QtRB7iAemKCwThg,sz4jcZzlNn8,"10 minutes, 32 seconds",2 days ago
6,Milano Premier Padel SF1 | Ruiz/Bergamini vs Navarro/Tello  | 12/10/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/FGVnVDgTuKM/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBT0Xm-LBT2--tqw4tAjSqL5gM8mA,FGVnVDgTuKM,"12 minutes, 24 seconds",2 days ago
7,Diriyah Tennis Cup FInal | Fritz vs Medvedev | 12/10/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/rVb0IcE-RBU/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCWVT1cUC0-INJcto1t5WFKUpM1Ew,rVb0IcE-RBU,"9 minutes, 36 seconds",2 days ago
8,Diriyah Tennis Cup SF2 | Norrie vs Fritz | 12/09/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/mayEaPcjtSg/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAbABch5FnTNVXCDMHK9eeP0A_FJA,mayEaPcjtSg,"9 minutes, 20 seconds",3 days ago
9,Diriyah Tennis Cup SF1 | STAN WAWRINKA vs DANIL MEDVEDEV | 12/09/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/LwRhxDs9eB4/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLA_m1H9dUfzoZPRoldZfJzeJkrZbg,LwRhxDs9eB4,"10 minutes, 23 seconds",3 days ago
10,Fernando Fiore en el Maradona Fan Fest ⚽️🏆🇦🇷,https://i.ytimg.com/vi/-0pjVZZTNR0/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBgdmb5MKMQlryheoXeoA5dfg3-RA,-0pjVZZTNR0,"6 minutes, 12 seconds",5 days ago
11,Mexico Premier Padel | FINAL | TAPIA/GUTIERREZ vs BELASTEGUIN/COELLO | 12/04/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/i2FXWJuIG0Q/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAmcfmo9H40zCjiccTomEvuJcHqBQ,i2FXWJuIG0Q,"12 minutes, 30 seconds",7 days ago
12,Mexico Premier Padel SF2 | BELASTEGUINI/COELLO vs DI NENNO/NIETO | 12/04/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/TQKybNR8EMI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBi_8RGHBbemm7mO5eX5-lV6lWxPw,TQKybNR8EMI,"12 minutes, 7 seconds",7 days ago
13,Mexico Premier Padel SF1 | TAPIA/GUTIERREZ vs CHINGOTTO/GARRIDO | 12/04/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/6Vz2qijp2Nw/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLA-njksUd7yuuajeQ4cTlnVNdYsLw,6Vz2qijp2Nw,"9 minutes, 57 seconds",8 days ago
14,Tour of Zouk Market Qatar 🇶🇦,https://i.ytimg.com/vi/GbHgPIcEVDg/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGGUgZShlMA8=&rs=AOn4CLC4MTgt9QoiW0J1AFVep73RPeTBhg,GbHgPIcEVDg,"2 minutes, 39 seconds",11 days ago
15,Hinchas de México no quieren ni ver al Tata Martino,https://i.ytimg.com/vi/XeO2YYWmbYQ/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAitk1WH5Nx75UZzlmeRoJDUKrNwA,XeO2YYWmbYQ,"2 minutes, 30 seconds",11 days ago
16,Who's the best of the best: 🇦🇷 Messi or Maradona 🇦🇷?,https://i.ytimg.com/vi/kRhZh6U_D-0/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAQFuAd1NvXTGfdQBfUxBtqpHHAcg,kRhZh6U_D-0,"1 minute, 33 seconds",11 days ago
17,Clarence Seedorf: America has performed very well,https://i.ytimg.com/vi/H-ycA5QkB6M/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCPA8xC8UNg1Tf81G94jYvKXLPObQ,H-ycA5QkB6M,"2 minutes, 9 seconds",12 days ago
18,Esteban Cambiasso: I hope the best for Argentina and Leo Messi,https://i.ytimg.com/vi/x86Q5IS8i1Q/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCAVx0e5ejb-mVDmZIJY_9TBVxm9A,x86Q5IS8i1Q,"1 minute, 52 seconds",12 days ago
19,A true fan of MESSI 🇦🇷,https://i.ytimg.com/vi/U5rh6B1Gmog/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AGUA4AC0AWKAgwIABABGFMgWChlMA8=&rs=AOn4CLB0JM4v80EeW7hV33tv8OltFOv5Xg,U5rh6B1Gmog,"3 minutes, 6 seconds",12 days ago
20,Del Piero enjoys Qatar and talks about Argentina,https://i.ytimg.com/vi/JErkdn6QfG8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCL5WKQNRD-FWmU_r0VRAIL_WUJ5A,JErkdn6QfG8,"2 minutes, 38 seconds",12 days ago
21,Que opinan 🇲🇽 Mexicanos y 🇦🇷 Argentinos sobre el Canelo,https://i.ytimg.com/vi/ZYUoazK5L58/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGGUgZShlMA8=&rs=AOn4CLAbZnU4jUqUKYloh0NnOqcww1HXMQ,ZYUoazK5L58,"2 minutes, 20 seconds",13 days ago
22,🏆 The World Cup is here. It's time to play! ⚽️,https://i.ytimg.com/vi/Dtov0B7wmPA/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AGUA4AC0AWKAgwIABABGHIgSSg1MA8=&rs=AOn4CLCjomt8PyBMvwNlYE48t7YBnpobYQ,Dtov0B7wmPA,"1 minute, 30 seconds",3 weeks ago
23,🚨 POTUS calls US football team 📞,https://i.ytimg.com/vi/OoZ1shstrW4/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AGUA4AC0AWKAgwIABABGDQgISh_MA8=&rs=AOn4CLDlvIbVLZUmJdbqdfiPE-S9r07J1g,OoZ1shstrW4,"1 minute, 12 seconds",3 weeks ago
24,Top 10 Goals from Our Leagues | WEEK 14 | beIN SPORTS USA,https://i.ytimg.com/vi/OfPy69YG3wU/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLC9lvWG2Jpx4cgwIVXOFy2Tjf2WqA,OfPy69YG3wU,"6 minutes, 33 seconds",4 weeks ago
25,Monaco vs Marseille | LIGUE 1 HIGHLIGHTS | 11/13/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/Uy4uMY7bnI8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBdOuCG2gRrr0jr7ljLoVb8nBxwJA,Uy4uMY7bnI8,"8 minutes, 36 seconds",4 weeks ago
26,AS FAR vs Mamelodi Sundowns | CAF WOMEN’S CHAMPIONS LEAGUE HIGHLIGHTS | 11/13/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/hSAXWomqvcc/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAKS6Gj1X3Jg6qvY9x_5of9Zi7J2A,hSAXWomqvcc,"12 minutes, 1 second",4 weeks ago
27,Strasbourg vs Lorient | LIGUE 1 HIGHLIGHTS | 11/13/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/tWidE7yTI-c/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLD1sRusMUAgCY4jbmdER7yh3VrRfw,tWidE7yTI-c,"7 minutes, 43 seconds",4 weeks ago
28,Sweden vs Czech Republic| WORLD FLOORBALL CHAMPIONSHIP HIGHLIGHTS | 11/13/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/yp6tRYs6YM0/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDBD2th_c0n0YNllu41c6LdHFURqA,yp6tRYs6YM0,"12 minutes, 52 seconds",4 weeks ago
29,Lille vs Angers | LIGUE 1 HIGHLIGHTS | 11/13/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/soNvxctkMfQ/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLD872zONv4c4KV2Hwtb4jt4PDbbKQ,soNvxctkMfQ,"9 minutes, 48 seconds",4 weeks ago
30,Montpellier vs Reims | LIGUE 1 HIGHLIGHTS | 11/13/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/mi0gXCcKWkY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDCCDPvWCssRQnq43ihbtyjvzitOA,mi0gXCcKWkY,"12 minutes, 11 seconds",4 weeks ago
31,Nantes vs Ajaccio | LIGUE 1 HIGHLIGHTS | 11/13/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/W7RiuUJxqc8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLC2lBCGbPnLb0kIbH_EV9ZRnejbiA,W7RiuUJxqc8,"9 minutes, 32 seconds",4 weeks ago
32,PSG vs Auxerre | LIGUE 1 HIGHLIGHTS | 11/13/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/IJVelDBbU0g/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCA87qgZYH3iDuWghgkxNAlPYe_Mg,IJVelDBbU0g,"8 minutes, 45 seconds",4 weeks ago
33,Bayelsa Queens (NG) vs Simba Queens (TZ)  | CAF WOMEN'S CL HLS (3RD) | 11/12/22 | beIN SPORTS USA,https://i.ytimg.com/vi/oxRPuVkTkek/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLD1JJOSYp5qBJf0238lQYyYbUXyXg,oxRPuVkTkek,"8 minutes, 52 seconds",4 weeks ago
34,Stade Rennais vs Toulouse | LIGUE 1 HIGHLIGHTS | 11/12/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/PeOWY_pWokk/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLA3_zhG_YLFORxx7LYBDYlv1on6kg,PeOWY_pWokk,"9 minutes, 1 second",4 weeks ago
35,Bordeaux vs Pau FC | LIGUE 2 HIGHLIGHTS | 11/12/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/HdqxNIwb784/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAe27eJOEZwqGyq2KroEwUiEXKyCg,HdqxNIwb784,"11 minutes, 54 seconds",1 month ago
36,Switzerland vs Czech Republic | WORLD FLOORBALL CHAMPIONSHIP | 11/12/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/G8vQs5l06p8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLD172Fa3o4TbB4pUJqYnMa0YVkAvw,G8vQs5l06p8,"12 minutes, 41 seconds",1 month ago
37,Istanbul Basaksehir vs Galatasaray | SÜPER LIG HIGHLIGHTS | 11/12/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/Akj6sw27_zM/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAryN-RyfQi5ejsTXNKeTiyhPY-mw,Akj6sw27_zM,"9 minutes, 54 seconds",1 month ago
38,Saint Etienne vs Rodez AF | LIGUE 2 HIGHLIGHTS | 11/12/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/Oo6hXEM6NK4/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDKZTNcf1lM_CuaPe4xVZoXd-hu5w,Oo6hXEM6NK4,"10 minutes, 55 seconds",1 month ago
39,Fenerbahce vs Giresunspor | SÜPER LIG HIGHLIGHTS | 11/12/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/g2nNZaG-ulA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCQl9LjHnKzXQRrPM3BuerbMdaY5Q,g2nNZaG-ulA,"8 minutes, 22 seconds",1 month ago
40,Lens vs Clermont Foot | LIGUE 1 HIGHLIGHTS | 11/12/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/uR2Cw6sqWnM/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLD00iuzqUvfqDt5KEpMzmp7GTGnHw,uR2Cw6sqWnM,"8 minutes, 58 seconds",1 month ago
41,Sweden vs Finland | WORLD FLOORBALL CHAMPIONSHIP HIGHLIGHTS | 11/12/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/C3Xyogj-PoY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLD7hnMS8OKWpwrv85NskR1UabT_Gw,C3Xyogj-PoY,"12 minutes, 36 seconds",1 month ago
42,Lyon vs Nice  | LIGUE 1 HIGHLIGHTS | 11/11/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/v4VE19Xs3i0/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCX9Hdk_noRaHVMteYHBJyapSKWDQ,v4VE19Xs3i0,"11 minutes, 30 seconds",1 month ago
43,Benzema shows off Ballon d'Or in Lyon,https://i.ytimg.com/vi/88s3O5_I4Q8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAEKseHfMY6fjxgOwt42nhxCLiuPA,88s3O5_I4Q8,"1 minute, 9 seconds",1 month ago
44,Finland vs Germany | WORLD FLOORBALL CHAMPIONSHIP | 11/11/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/8kv3lU_3-Iw/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBKH_qPImtyGnMKNCwnskUxD_sRSQ,8kv3lU_3-Iw,"10 minutes, 22 seconds",1 month ago
45,MKE Ankaragücü vs Trabzonspor | SÜPER LIG HIGHLIGHTS | 11/11/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/yJKsjB6AgMU/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDYvv3X0B0uYzqjcKPXxEZ9iOwmNA,yJKsjB6AgMU,"9 minutes, 58 seconds",1 month ago
46,Czech Republic vs Slovakia | WORLD FLOORBALL CHAMPIONSHIP | 11/11/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/n7XKG0WH4X4/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAizdwnh3EKvZNfF-Xkrz7V2q5oUg,n7XKG0WH4X4,"11 minutes, 11 seconds",1 month ago
47,Switzerland vs Latvia | WORLD FLOORBALL CHAMPIONSHIP HIGHLIGHTS | 11/10/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/2X90VrhDdw8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDsQBylNJiDoekHEqP2P6C912nusA,2X90VrhDdw8,"9 minutes, 34 seconds",1 month ago
48,Sweden vs Norway | WORLD FLOORBALL CHAMPIONSHIP HIGHLIGHTS | 11/10/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/InM6R5Zdnjk/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBTxACrNpi7V-T8QuKbZHLgqmI0Pg,InM6R5Zdnjk,"13 minutes, 12 seconds",1 month ago
49,1️⃣0️⃣ amazing facts about FIFA World Cup Qatar 2022 ✍️,https://i.ytimg.com/vi/aeAKOg8Gb0A/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDNCRGVAgChvXNm1Bo-A7oUhqrssw,aeAKOg8Gb0A,"3 minutes, 31 seconds",1 month ago
50,Latvia vs Estonia | WORLD FLOORBALL CHAMPIONSHIP HIGHLIGHTS | 11/09/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/jpzpRY_DELU/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBSjMFnHyE3O1bCTDw4UCSSg0CVbg,jpzpRY_DELU,"8 minutes, 10 seconds",1 month ago
51,Slovakia vs Poland | WORLD FLOORBALL CHAMPIONSHIP HIGHLIGHTS | 11/09/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/V4tNC_2woUk/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDoGR3zBta7EflTgpJeYBVYWKZvOw,V4tNC_2woUk,"9 minutes, 49 seconds",1 month ago
52,Denmark vs Norway | WORLD FLOORBALL CHAMPIONSHIP HIGHLIGHTS | 11/09/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/esSlX-pAxYI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLA1bbJX7NoOvW194fRqqY3Vb9mVbw,esSlX-pAxYI,"12 minutes, 45 seconds",1 month ago
53,Germany vs Canada | WORLD FLOORBALL CHAMPIONSHIP HIGHLIGHTS | 11/09/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/rWAz4Qj1ERs/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCzUZ90iv2l6Sp4o90e8-vQlW3wYQ,rWAz4Qj1ERs,"14 minutes, 34 seconds",1 month ago
54,Slovakia vs Switzerland | WORLD FLOORBALL CHAMPIONSHIP HIGHLIGHTS | 11/08/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/ocgD4npxY-A/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBFQqusUc-O1RByqc9BiWas4xLTIQ,ocgD4npxY-A,"8 minutes, 44 seconds",1 month ago
55,Estonia vs Canada | WORLD FLOORBALL CHAMPIONSHIP HIGHLIGHTS | 11/07/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/G5olJcsm_NA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBLagUMtcASxjw0DAjYQcw3fiVbOQ,G5olJcsm_NA,"10 minutes, 14 seconds",1 month ago
56,FC Metz vs Saint Etienne | LIGUE 2 HIGHLIGHTS | 11/07/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/gD2j7UNfxzs/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDGyfiCWuAfzNH15FVm1WqLF5dOiw,gD2j7UNfxzs,"10 minutes, 30 seconds",1 month ago
57,Fenerbahce vs Sivasspor | SÜPER LIG HIGHLIGHTS | 11/07/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/_8Wg2jj95Lw/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDFujkc8v5NuRVzN7GyAlPu8OCOUg,_8Wg2jj95Lw,"8 minutes, 27 seconds",1 month ago
58,Top 10 Goals from Our Leagues | WEEK 13 | beIN SPORTS USA,https://i.ytimg.com/vi/n92tVFSKWDM/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAVrWi6owhOQUHTn-i0FCV9RHIbzQ,n92tVFSKWDM,"6 minutes, 57 seconds",1 month ago
59,Marseille vs Lyon | LIGUE 1 HIGHLIGHTS | 11/06/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/8egPFX3_qms/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAIPl2KLEEM8KFbjOgeCKtlRH5rqQ,8egPFX3_qms,"10 minutes, 38 seconds",1 month ago
60,Trabzonspor vs Konyaspor | SÜPER LIG HIGHLIGHTS | 11/06/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/mPYReQzfe4Q/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBLixBlRTlxvCB_rxl2t9n03NIHqw,mPYReQzfe4Q,"11 minutes, 15 seconds",1 month ago
61,Lille vs Rennes | LIGUE 1 HIGHLIGHTS | 11/06/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/FrtfNbIkHyo/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLASgZlwGuxL6oEPfDxGnk8m6OWUmQ,FrtfNbIkHyo,"8 minutes, 48 seconds",1 month ago
62,Clermont Foot vs Montpellier | LIGUE 1 HIGHLIGHTS | 11/06/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/WA1Z_C5dV28/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAG25vW5ofmh7jlkgZwsdOlT8IhiQ,WA1Z_C5dV28,"8 minutes, 40 seconds",1 month ago
63,Toulouse vs Monaco | LIGUE 1 HIGHLIGHTS | 11/06/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/FMeSSMpLUzM/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBguAI2L62ucSscwPwNNkoH4bGsuA,FMeSSMpLUzM,"9 minutes, 17 seconds",1 month ago
64,Nice vs Brest | LIGUE 1 HIGHLIGHTS | 11/06/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/r3knqA8H6Z0/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLA-Y0lUu4KReXVw_4STFaPH7c4fxg,r3knqA8H6Z0,"8 minutes, 33 seconds",1 month ago
65,Reims vs Nantes | LIGUE 1 HIGHLIGHTS | 11/06/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/IftOMnecaSg/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDg7ltnyQJxEIMetrR1SJSD3ba_qQ,IftOMnecaSg,"10 minutes, 34 seconds",1 month ago
66,Lorient vs PSG | LIGUE 1 HIGHLIGHTS | 11/06/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/mw_FoNsCVXA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDo_1NzRaPNd06gvmAIoZpD7XbhOA,mw_FoNsCVXA,"8 minutes, 53 seconds",1 month ago
67,Gaziantep vs Kayserispor | SÜPER LIG HIGHLIGHTS | 11/06/2022 | beIN SPORTS USA,https://i.ytimg.com/vi/C0VengGhqcs/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLC9-e-KMYBoNFLZLAEXQDLZ3jJtDw,C0VengGhqcs,"9 minutes, 14 seconds",1 month ago
